CourseId,CourseName,GPA,NeuId,Plagiarism,Retake,Term,Year
CS 5006,Algorithms,3.41,297,No,No,SPRING,2015
CS 5007,Computer Systems,3.53,297,No,No,SPRING,2015
CS 7990,Thesis,3.44,297,No,No,FALL,2015
CS 6200,Information Retrieval,3.36,297,No,No,SPRING,2015
CS 7880,Special Topics in Theories of Computer Science,3.69,297,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.41,297,No,No,SPRING,2015
CS 5700,Fundamentals of Computer Networking,3.4,297,No,No,FALL,2015
CS 7180,Special Topics in Artificial Intelligence,3.46,297,No,No,SPRING,2015
CS 7270,Seminar in Database Systems,3.29,297,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.64,298,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.52,298,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.34,298,No,No,SPRING,2017
CS 5006,Algorithms,3.53,298,No,No,SPRING,2017
CS 5007,Computer Systems,3.57,298,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.5,299,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.24,299,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.53,299,No,No,FALL,2015
CS 5006,Algorithms,3.27,299,No,No,SPRING,2015
CS 5007,Computer Systems,3.45,299,No,No,FALL,2015
CS 7580,Special Topics in Software Engineering,3.52,299,No,No,FALL,2015
CS 5200,Database Management Systems,3.54,299,No,No,FALL,2015
CS 6650,Building Scalable Distributed Systems,3.29,299,No,No,SPRING,2015
CS 7280,Special Topics in Database Management,3.86,299,No,No,SPRING,2015
CS 5770,Software Vulnerabilities and Security,3.63,299,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.58,300,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.66,300,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.73,300,No,No,FALL,2017
CS 5006,Algorithms,3.37,300,No,No,SPRING,2017
CS 5007,Computer Systems,3.53,300,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.67,301,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.65,301,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.22,301,No,No,SPRING,2017
CS 5006,Algorithms,3.77,301,No,No,SPRING,2017
CS 5007,Computer Systems,3.51,301,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.28,302,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.27,302,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.2,302,No,No,SPRING,2016
CS 5006,Algorithms,3.51,302,No,No,FALL,2016
CS 5007,Computer Systems,3.45,302,No,No,SPRING,2016
CS 7575,Seminar in Software Engineering,3.39,302,No,No,FALL,2016
CS 6750,Cryptography and Communications Security,3.64,302,No,No,FALL,2016
CS 7580,Special Topics in Software Engineering,3.42,302,No,No,SPRING,2016
CS 7480,Special Topics in Programming Language,3.74,302,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.46,303,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.47,303,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.61,303,No,No,SPRING,2016
CS 5006,Algorithms,3.42,303,No,No,FALL,2016
CS 5007,Computer Systems,3.7,303,No,No,SPRING,2016
CS 5750,Social Computing,3.32,303,No,No,SPRING,2016
CS 6710,Wireless Network,3.42,303,No,No,FALL,2016
CS 7180,Special Topics in Artificial Intelligence,3.63,303,No,No,FALL,2016
CS 5770,Software Vulnerabilities and Security,3.31,303,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.73,304,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.46,304,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.16,304,No,No,FALL,2017
CS 5006,Algorithms,3.44,304,No,No,FALL,2017
CS 5007,Computer Systems,3.37,304,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.45,305,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.41,305,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.08,305,No,No,SPRING,2015
CS 5006,Algorithms,3.76,305,No,No,FALL,2015
CS 5007,Computer Systems,3.42,305,No,No,SPRING,2015
CS 8982,Readings,3.56,305,No,No,FALL,2015
CS 7775,Seminar in Computer Security,3.34,305,No,No,SPRING,2015
CS 7470,Seminar in Programming Languages,3.5,305,No,No,SPRING,2015
CS 7990,Thesis,3.56,305,No,No,SPRING,2015
CS 5330,Pattern Recognition and Computer Vision,3.53,305,No,No,SPRING,2015
CS 6515,Software Development,3.62,305,No,No,FALL,2015
CS 5100,Foundations of Artificial Intelligence,3.2,305,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.5,306,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.76,306,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.57,306,No,No,FALL,2017
CS 5006,Algorithms,3.69,306,No,No,FALL,2017
CS 5007,Computer Systems,3.61,306,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.47,307,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.85,307,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.7,307,No,No,FALL,2017
CS 5006,Algorithms,3.54,307,No,No,SPRING,2017
CS 5007,Computer Systems,3.53,307,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.45,308,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.48,308,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.22,308,No,No,SPRING,2016
CS 5006,Algorithms,3.73,308,No,No,SPRING,2016
CS 5007,Computer Systems,3.67,308,No,No,SPRING,2016
CS 5750,Social Computing,3.5,308,No,No,FALL,2016
CS 6515,Software Development,3.5,308,No,No,FALL,2016
CS 5310,Computer Graphics,3.42,308,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.62,309,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.27,309,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.53,309,No,No,SPRING,2014
CS 5006,Algorithms,3.34,309,No,No,SPRING,2014
CS 5007,Computer Systems,3.18,309,No,No,SPRING,2014
CS 5600,Computer Systems,3.4,309,No,No,SPRING,2014
CS 6740,Network Security,3.47,309,No,No,SPRING,2014
CS 5330,Pattern Recognition and Computer Vision,3.61,309,No,No,FALL,2014
CS 7570,Seminar in Software Development,3.4,309,No,No,FALL,2014
CS 7180,Special Topics in Artificial Intelligence,3.6,309,No,No,FALL,2014
CS 7870,Seminar in Theoretical Computer Science,3.65,309,No,No,SPRING,2014
CS 6610,Parallel Computing,3.52,309,No,No,SPRING,2014
CS 5001,Intensive Foundations of CS,3.41,310,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.63,310,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.27,310,No,No,SPRING,2016
CS 5006,Algorithms,3.33,310,No,No,FALL,2016
CS 5007,Computer Systems,3.35,310,No,No,FALL,2016
CS 7370,Seminar in Graphics/Image Processing,3.61,310,No,No,FALL,2016
CS 6140,Machine Learning,3.33,310,No,No,FALL,2016
CS 6710,Wireless Network,3.49,310,No,No,FALL,2016
CS 5750,Social Computing,3.38,310,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.76,311,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.45,311,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.43,311,No,No,SPRING,2016
CS 5006,Algorithms,3.56,311,No,No,SPRING,2016
CS 5007,Computer Systems,3.27,311,No,No,SPRING,2016
CS 5610,Web Development,3.48,311,No,No,SPRING,2016
CS 6810,Distributed Algorithms,3.69,311,No,No,FALL,2016
CS 7570,Seminar in Software Development,3.21,311,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.4,312,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.68,312,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.41,312,No,No,FALL,2017
CS 5006,Algorithms,3.93,312,No,No,SPRING,2017
CS 5007,Computer Systems,3.81,312,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.51,313,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.65,313,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.53,313,No,No,SPRING,2017
CS 5006,Algorithms,3.64,313,No,No,FALL,2017
CS 5007,Computer Systems,3.35,313,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.39,314,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.4,314,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.5,314,No,No,FALL,2016
CS 5006,Algorithms,3.23,314,No,No,SPRING,2016
CS 5007,Computer Systems,3.46,314,No,No,FALL,2016
CS 6650,Building Scalable Distributed Systems,3.25,314,No,No,SPRING,2016
CS 7370,Seminar in Graphics/Image Processing,3.52,314,No,No,SPRING,2016
CS 7870,Seminar in Theoretical Computer Science,3.31,314,No,No,SPRING,2016
CS 7580,Special Topics in Software Engineering,3.39,314,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.35,315,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.6,315,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.33,315,No,No,SPRING,2017
CS 5006,Algorithms,3.6,315,No,No,SPRING,2017
CS 5007,Computer Systems,3.79,315,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.47,316,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.82,316,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.42,316,No,No,FALL,2016
CS 5006,Algorithms,3.46,316,No,No,FALL,2016
CS 5007,Computer Systems,3.81,316,No,No,SPRING,2016
CS 5335,Robotic Science and Systems,3.29,316,No,No,SPRING,2016
CS 5600,Computer Systems,3.57,316,No,No,SPRING,2016
CS 5340,Computer/Human Interaction,3.64,316,No,No,SPRING,2016
CS 6535,Engineering Reliable Software,3.79,316,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.48,317,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.51,317,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.52,317,No,No,SPRING,2017
CS 5006,Algorithms,3.34,317,No,No,FALL,2017
CS 5007,Computer Systems,3.69,317,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.61,318,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.46,318,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.45,318,No,No,FALL,2017
CS 5006,Algorithms,3.52,318,No,No,FALL,2017
CS 5007,Computer Systems,3.53,318,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.32,319,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.49,319,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.8,319,No,No,SPRING,2017
CS 5006,Algorithms,3.54,319,No,No,FALL,2017
CS 5007,Computer Systems,3.79,319,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.51,320,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.61,320,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.56,320,No,No,FALL,2015
CS 5006,Algorithms,3.72,320,No,No,FALL,2015
CS 5007,Computer Systems,3.53,320,No,No,FALL,2015
CS 6120,Natural Language Processing,3.43,320,No,No,SPRING,2015
CS 7770,Seminar in Computer Networks,3.36,320,No,No,SPRING,2015
CS 5010,Programming Design Paradigm,3.32,320,No,No,SPRING,2015
CS 5650,High Performance Computing,3.71,320,No,No,SPRING,2015
CS 5850,Building Game Engines,3.58,320,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.46,321,No,No,FALL,2014
CS 5002,Discrete and Data Structures,3.61,321,No,No,FALL,2014
CS 5004,Object-Oriented Design,3.52,321,No,No,SPRING,2014
CS 5006,Algorithms,3.58,321,No,No,FALL,2014
CS 5007,Computer Systems,3.46,321,No,No,FALL,2014
CS 7180,Special Topics in Artificial Intelligence,3.62,321,No,No,SPRING,2014
CS 6350,Empirical Research Methods,3.36,321,No,No,FALL,2014
CS 6510,Advanced Software Development,3.63,321,No,No,SPRING,2014
CS 5610,Web Development,3.24,321,No,No,SPRING,2014
CS 5100,Foundations of Artificial Intelligence,3.23,321,No,No,SPRING,2014
CS 5320,Digital Image Processing,3.35,321,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.72,322,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.88,322,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.5,322,No,No,FALL,2016
CS 5006,Algorithms,3.47,322,No,No,FALL,2016
CS 5007,Computer Systems,3.59,322,No,No,SPRING,2016
CS 7370,Seminar in Graphics/Image Processing,3.45,322,No,No,FALL,2016
CS 6750,Cryptography and Communications Security,3.78,322,No,No,FALL,2016
CS 7580,Special Topics in Software Engineering,3.37,322,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.73,322,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.64,323,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.55,323,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.45,323,No,No,FALL,2016
CS 5006,Algorithms,3.33,323,No,No,FALL,2016
CS 5007,Computer Systems,3.75,323,No,No,SPRING,2016
CS 7170,Seminar in Artificial Intelligence,3.28,323,No,No,SPRING,2016
CS 5520,Mobile Application Development,3.31,323,No,No,SPRING,2016
CS 7380,Special Topics in Graphics/Image Processing,3.49,323,No,No,SPRING,2016
CS 5650,High Performance Computing,3.09,323,No,No,SPRING,2016
CS 5001,Intensive Foundations of CS,3.21,324,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.69,324,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.56,324,No,No,SPRING,2015
CS 5006,Algorithms,3.19,324,No,No,FALL,2015
CS 5007,Computer Systems,3.43,324,No,No,SPRING,2015
CS 7280,Special Topics in Database Management,3.45,324,No,No,SPRING,2015
CS 7170,Seminar in Artificial Intelligence,3.67,324,No,No,FALL,2015
CS 8982,Readings,3.54,324,No,No,SPRING,2015
CS 7575,Seminar in Software Engineering,3.68,324,No,No,FALL,2015
CS 7775,Seminar in Computer Security,3.43,324,No,No,FALL,2015
CS 5600,Computer Systems,3.39,324,No,No,SPRING,2015
CS 7180,Special Topics in Artificial Intelligence,3.65,324,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.38,325,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.56,325,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.44,325,No,No,FALL,2015
CS 5006,Algorithms,3.45,325,No,No,SPRING,2015
CS 5007,Computer Systems,3.78,325,No,No,SPRING,2015
CS 5620,Computer Architecture,3.6,325,No,No,SPRING,2015
CS 7805,Theory of Computation,3.41,325,No,No,FALL,2015
CS 5700,Fundamentals of Computer Networking,3.57,325,No,No,SPRING,2015
CS 5310,Computer Graphics,3.54,325,No,No,SPRING,2015
CS 6750,Cryptography and Communications Security,3.67,325,No,No,SPRING,2015
CS 7780,Special Topics in Networks,3.36,325,No,No,SPRING,2015
CS 7370,Seminar in Graphics/Image Processing,3.59,325,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.38,326,No,No,FALL,2016
CS 5002,Discrete and Data Structures,3.48,326,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.48,326,No,No,SPRING,2016
CS 5006,Algorithms,3.46,326,No,No,SPRING,2016
CS 5007,Computer Systems,3.5,326,No,No,SPRING,2016
CS 5320,Digital Image Processing,3.63,326,No,No,SPRING,2016
CS 5610,Web Development,3.56,326,No,No,SPRING,2016
CS 6515,Software Development,3.66,326,No,No,FALL,2016
CS 8674,Master’s Project,3.43,326,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.72,327,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.5,327,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.33,327,No,No,SPRING,2015
CS 5006,Algorithms,3.52,327,No,No,SPRING,2015
CS 5007,Computer Systems,3.69,327,No,No,SPRING,2015
CS 6350,Empirical Research Methods,3.14,327,No,No,SPRING,2015
CS 6800,Application of Information Theory,3.62,327,No,No,FALL,2015
CS 6200,Information Retrieval,3.47,327,No,No,SPRING,2015
CS 7570,Seminar in Software Development,3.62,327,No,No,SPRING,2015
CS 6520,Methods of Software Development,3.28,327,No,No,SPRING,2015
CS 7870,Seminar in Theoretical Computer Science,3.28,327,No,No,FALL,2015
CS 6515,Software Development,3.36,327,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.75,328,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.56,328,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.82,328,No,No,SPRING,2015
CS 5006,Algorithms,3.65,328,No,No,FALL,2015
CS 5007,Computer Systems,3.49,328,No,No,SPRING,2015
CS 5350,Applied Geometric Representation and Computation,3.51,328,No,No,SPRING,2015
CS 6510,Advanced Software Development,3.4,328,No,No,FALL,2015
CS 5620,Computer Architecture,3.69,328,No,No,FALL,2015
CS 5330,Pattern Recognition and Computer Vision,3.16,328,No,No,FALL,2015
CS 5150,Game Artificial Intelligence,3.6,328,No,No,FALL,2015
CS 8674,Master’s Project,3.83,328,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.9,329,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.6,329,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.52,329,No,No,FALL,2017
CS 5006,Algorithms,3.4,329,No,No,FALL,2017
CS 5007,Computer Systems,3.41,329,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.32,330,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.44,330,No,No,FALL,2017
CS 5004,Object-Oriented Design,4.06,330,No,No,SPRING,2017
CS 5006,Algorithms,3.62,330,No,No,FALL,2017
CS 5007,Computer Systems,3.61,330,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.55,331,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.8,331,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.51,331,No,No,FALL,2016
CS 5006,Algorithms,3.56,331,No,No,FALL,2016
CS 5007,Computer Systems,3.46,331,No,No,FALL,2016
CS 5310,Computer Graphics,3.27,331,No,No,SPRING,2016
CS 6610,Parallel Computing,3.55,331,No,No,FALL,2016
CS 5010,Programming Design Paradigm,3.54,331,No,No,SPRING,2016
CS 5610,Web Development,3.5,331,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.58,332,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.38,332,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.61,332,No,No,FALL,2015
CS 5006,Algorithms,3.54,332,No,No,FALL,2015
CS 5007,Computer Systems,3.45,332,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.59,332,No,No,FALL,2015
CS 5010,Programming Design Paradigm,3.59,332,No,No,SPRING,2015
CS 5200,Database Management Systems,3.67,332,No,No,FALL,2015
CS 5600,Computer Systems,3.58,332,No,No,SPRING,2015
CS 6540,Foundations of Formal Methods and Software Analysis,3.46,332,No,No,FALL,2015
CS 7380,Special Topics in Graphics/Image Processing,3.77,332,No,No,SPRING,2015
CS 6740,Network Security,3.62,332,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.57,333,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.47,333,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.47,333,No,No,FALL,2017
CS 5006,Algorithms,3.54,333,No,No,FALL,2017
CS 5007,Computer Systems,3.53,333,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.59,334,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.61,334,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.54,334,No,No,FALL,2017
CS 5006,Algorithms,3.79,334,No,No,SPRING,2017
CS 5007,Computer Systems,3.55,334,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.39,335,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.38,335,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.34,335,No,No,FALL,2015
CS 5006,Algorithms,3.46,335,No,No,FALL,2015
CS 5007,Computer Systems,3.26,335,No,No,SPRING,2015
CS 6810,Distributed Algorithms,3.58,335,No,No,SPRING,2015
CS 7480,Special Topics in Programming Language,3.31,335,No,No,SPRING,2015
CS 8674,Master’s Project,3.39,335,No,No,FALL,2015
CS 5010,Programming Design Paradigm,3.6,335,No,No,FALL,2015
CS 6240,Large-Scale Parallel Data Processing,3.4,335,No,No,FALL,2015
CS 5600,Computer Systems,3.43,335,No,No,FALL,2015
CS 5750,Social Computing,3.6,335,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.54,336,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.63,336,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.71,336,No,No,SPRING,2016
CS 5006,Algorithms,3.37,336,No,No,SPRING,2016
CS 5007,Computer Systems,3.62,336,No,No,FALL,2016
CS 7370,Seminar in Graphics/Image Processing,3.43,336,No,No,SPRING,2016
CS 6530,Analysis of Software Artifacts,3.86,336,No,No,FALL,2016
CS 5100,Foundations of Artificial Intelligence,3.59,336,No,No,SPRING,2016
CS 5200,Database Management Systems,3.53,336,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.21,337,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.55,337,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.62,337,No,No,SPRING,2017
CS 5006,Algorithms,3.64,337,No,No,FALL,2017
CS 5007,Computer Systems,3.51,337,No,No,FALL,2017
CS 5001,Intensive Foundations of CS,3.74,338,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.34,338,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.69,338,No,No,FALL,2015
CS 5006,Algorithms,3.7,338,No,No,SPRING,2015
CS 5007,Computer Systems,3.56,338,No,No,FALL,2015
CS 5310,Computer Graphics,3.57,338,No,No,FALL,2015
CS 7990,Thesis,3.54,338,No,No,FALL,2015
CS 7870,Seminar in Theoretical Computer Science,3.5,338,No,No,FALL,2015
CS 6510,Advanced Software Development,3.58,338,No,No,FALL,2015
CS 5340,Computer/Human Interaction,3.42,338,No,No,FALL,2015
CS 5600,Computer Systems,3.33,338,No,No,SPRING,2015
CS 7170,Seminar in Artificial Intelligence,3.68,338,No,No,SPRING,2015
CS 5001,Intensive Foundations of CS,3.27,339,No,No,SPRING,2014
CS 5002,Discrete and Data Structures,3.5,339,No,No,SPRING,2014
CS 5004,Object-Oriented Design,3.28,339,No,No,SPRING,2014
CS 5006,Algorithms,3.35,339,No,No,FALL,2014
CS 5007,Computer Systems,3.59,339,No,No,FALL,2014
CS 6510,Advanced Software Development,3.29,339,No,No,SPRING,2014
CS 6610,Parallel Computing,3.33,339,No,No,FALL,2014
CS 5010,Programming Design Paradigm,3.72,339,No,No,SPRING,2014
CS 5800,Algorithms,3.47,339,No,No,SPRING,2014
CS 5150,Game Artificial Intelligence,3.5,339,No,No,SPRING,2014
CS 5320,Digital Image Processing,3.51,339,No,No,FALL,2014
CS 5600,Computer Systems,3.74,339,No,No,FALL,2014
CS 5001,Intensive Foundations of CS,3.35,340,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.7,340,No,No,SPRING,2016
CS 5004,Object-Oriented Design,3.56,340,No,No,SPRING,2016
CS 5006,Algorithms,3.28,340,No,No,SPRING,2016
CS 5007,Computer Systems,3.55,340,No,No,SPRING,2016
CS 5340,Computer/Human Interaction,3.23,340,No,No,SPRING,2016
CS 6412,Semantics of Programming Language,3.58,340,No,No,FALL,2016
CS 6740,Network Security,3.53,340,No,No,SPRING,2016
CS 5520,Mobile Application Development,3.43,340,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.63,341,No,No,SPRING,2016
CS 5002,Discrete and Data Structures,3.51,341,No,No,FALL,2016
CS 5004,Object-Oriented Design,3.56,341,No,No,SPRING,2016
CS 5006,Algorithms,3.49,341,No,No,SPRING,2016
CS 5007,Computer Systems,3.39,341,No,No,FALL,2016
CS 6220,Data Mining Techniques,3.53,341,No,No,SPRING,2016
CS 6810,Distributed Algorithms,3.59,341,No,No,SPRING,2016
CS 5330,Pattern Recognition and Computer Vision,3.31,341,No,No,SPRING,2016
CS 7380,Special Topics in Graphics/Image Processing,3.7,341,No,No,FALL,2016
CS 5001,Intensive Foundations of CS,3.78,342,No,No,SPRING,2015
CS 5002,Discrete and Data Structures,3.23,342,No,No,SPRING,2015
CS 5004,Object-Oriented Design,3.7,342,No,No,FALL,2015
CS 5006,Algorithms,3.35,342,No,No,SPRING,2015
CS 5007,Computer Systems,3.31,342,No,No,FALL,2015
CS 6310,Computational Imaging,3.38,342,No,No,SPRING,2015
CS 7990,Thesis,3.55,342,No,No,SPRING,2015
CS 6540,Foundations of Formal Methods and Software Analysis,3.29,342,No,No,SPRING,2015
CS 5400,Principles of Programming Language,3.65,342,No,No,FALL,2015
CS 7480,Special Topics in Programming Language,3.46,342,No,No,FALL,2015
CS 5320,Digital Image Processing,3.42,342,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.47,343,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.7,343,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.65,343,No,No,SPRING,2015
CS 5006,Algorithms,3.24,343,No,No,FALL,2015
CS 5007,Computer Systems,3.58,343,No,No,FALL,2015
CS 6120,Natural Language Processing,3.46,343,No,No,SPRING,2015
CS 6410,Compilers,3.44,343,No,No,SPRING,2015
CS 6310,Computational Imaging,3.32,343,No,No,FALL,2015
CS 6650,Building Scalable Distributed Systems,3.5,343,No,No,FALL,2015
CS 7805,Theory of Computation,3.46,343,No,No,SPRING,2015
CS 5800,Algorithms,3.42,343,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.5,344,No,No,FALL,2017
CS 5002,Discrete and Data Structures,3.34,344,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.64,344,No,No,FALL,2017
CS 5006,Algorithms,3.29,344,No,No,SPRING,2017
CS 5007,Computer Systems,3.64,344,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.41,345,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.54,345,No,No,SPRING,2017
CS 5004,Object-Oriented Design,3.25,345,No,No,FALL,2017
CS 5006,Algorithms,3.53,345,No,No,SPRING,2017
CS 5007,Computer Systems,3.36,345,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.43,346,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.45,346,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.56,346,No,No,SPRING,2017
CS 5006,Algorithms,3.53,346,No,No,FALL,2017
CS 5007,Computer Systems,3.32,346,No,No,SPRING,2017
CS 5001,Intensive Foundations of CS,3.57,347,No,No,FALL,2015
CS 5002,Discrete and Data Structures,3.64,347,No,No,FALL,2015
CS 5004,Object-Oriented Design,3.37,347,No,No,SPRING,2015
CS 5006,Algorithms,3.32,347,No,No,SPRING,2015
CS 5007,Computer Systems,3.51,347,No,No,SPRING,2015
CS 6410,Compilers,3.52,347,No,No,FALL,2015
CS 6750,Cryptography and Communications Security,3.78,347,No,No,SPRING,2015
CS 7370,Seminar in Graphics/Image Processing,3.62,347,No,No,SPRING,2015
CS 6350,Empirical Research Methods,3.32,347,No,No,SPRING,2015
CS 8674,Master’s Project,3.37,347,No,No,FALL,2015
CS 7170,Seminar in Artificial Intelligence,3.65,347,No,No,FALL,2015
CS 5001,Intensive Foundations of CS,3.68,348,No,No,SPRING,2017
CS 5002,Discrete and Data Structures,3.34,348,No,No,FALL,2017
CS 5004,Object-Oriented Design,3.68,348,No,No,FALL,2017
CS 5006,Algorithms,3.42,348,No,No,FALL,2017
